2020-08-22|California firefighters struggled to contain massive wildfires that have left at least four people dead and turned neighborhoods into ash and smoldering ruins.|0
2020-08-22|Around 1,500 volunteers equipped with face masks, hand disinfectant and tracking gadgets attended an indoor concert in Germany on Saturday as part of a study to simulate how the novel coronavirus spreads in large gatherings.|2
2020-08-22|South Korea said on Saturday it held talks with China's top diplomat over trade, denuclearisation and the coronavirus response, in the first visit by a high-level Beijing official since the COVID-19 pandemic erupted late last year.|0
2020-08-22|Finding the pandemic scary? A Japanese group is trying to take people's minds off COVID-19 - by putting them in coffins surrounded by chainsaw-wielding zombies.|0
2020-08-22|Ireland reported more than 100 daily COVID-19 cases for the fourth time in eight days on Saturday after the health service was notified of 156 new infections and two additional deaths.|1
2020-08-22|Fredie Blom's identity documents showed he was born in 1904, although his record was never verified.|0
2020-08-22|Not enough Blacks and Latinos are participating in US vaccine trials to fight Covid-19, the disease caused by the novel coronavirus. CNN en Español Medical Correspondent Dr. Elmer Huerta hopes to change their minds.|0
2020-08-22|Dr. Asma Rashid goes to a lot of exclusive parties in New York these days -- but for a different reason. Hosts are paying her big bucks to administer rapid coronavirus tests to guests at social events in the Hamptons, where the wealthy fled to seek refuge fro…|2
2020-08-22|The United Kingdom recorded 1,288 new positive cases of COVID-19 on Saturday, up from 1,033 a day earlier, government figures showed.|1
2020-08-22|The Philippines reported 4,933 infections of the new coronavirus on Saturday, the fifth straight day above 4,000, and 26 COVID-19 deaths.|1
2020-08-22|South Korea started talks with China's top diplomat on Saturday, the first visit by a high-level Beijing official since the new coronavirus emerged in China late last year.|0
2020-08-22|Drug developer Moderna Inc on Friday said it has so far enrolled 13,194 participants in the ongoing late-stage 30,000-volunteer U.S. trial testing its COVID-19 vaccine candidate.|2
2020-08-22|The study is small and tricky to interpret, but it offers inklings of COVID-19 immunity.|2
2020-08-22|The French government said on Saturday it would unveil details of its 100 billion euro ($118 billion) plan to reinvigorate the economy in the first week of September, instead of next Tuesday, as it focuses on preparing the new school term.|0
2020-08-27T22:30:51Z|Research led by the University of Liverpool found that one per cent of the 651 children admitted to hospital with Covid-19 in England died, compared to 27 per cent of adults.|1
2020-08-27T22:30:03Z|Patients with COVID-19-associated ARDS have a form of injury that, in many aspects, is similar to that of those with ARDS unrelated to COVID-19. Notably, patients with COVID-19-related ARDS who have a reduction in respiratory system compliance together with i…|1
2020-08-29|Sanofi's confidence in its coronavirus vaccine candidates has increased this summer as the French drugmaker prepares to start clinical trials, its chief executive told Reuters.|2
2020-08-29|Australia's Victoria state on Saturday reported its lowest rise in new coronavirus cases in almost two months, but authorities warned there would be no rush to lift social distancing restrictions.|2
2020-08-29|Great, another thing for worried parents to worry about in Fall, 2020. The pathogen that causes Legionnaire's Disease has been found in the water at some schools reopening after long Covid-19 lockdowns. "Legionella could lurk in the water supplies of school b…|0
2020-08-27T22:39:23Z|As debates about post-COVID cities rage, a feminist geographer surveys the terrain in a new book.|0
2020-08-29|Doctors confirmed cases of coronavirus reinfection in Nevada, Hong Kong, and Europe. The cases aren’t necessarily cause for alarm, and we don’t know how often reinfection happens. In other news, the FDA authorized a fast, cheap COVID-19 test and Moderna’s vac…|1
2020-08-28|Formerly incarcerated firefighters have been locked out of careers in firefighting after getting out of prison. The Verge spoke with two former firefighters about their experiences while in prison, the current wildfires, and the pandemic.|0
2020-08-29|A bundle of masks for kids, $15 bluetooth earbuds, an always useful generator, God of War for under $15, and more are Saturday’s best deals.Read more...|0
2020-08-28|Jim Gaffigan, arguably America’s most wholesome comedian, has finally had enough of Donald Trump’s shit. And he’s here to tell you that Trump and his minions are destroying America.Read more...|0
2020-08-28|In June, the CTA announced that CES 2021 would go forward in-person. The event was set to have slipped under the wire — having narrowly avoided a COVID-19-related shutdown two years in a row. A month later, however, its organizers reversed course, announcing …|1
2020-08-28|One of Portland’s most beloved bookworm attractions, Powell’s Books, will stop selling books on Amazon this weekend, Aug. 29, Oregon Live reports. Aug. 29 is also Independent Bookstore Day. Fitting, no?Read more...|0
2020-08-29|If you can’t keep up with the latest rumor mill on TikTok’s impending doom acquisition, my suggestion is simple: don’t. Or instead, enjoy it for what it is: one of the most absurd bakeoff deals in investment banking history. Walmart and its always low prices …|0
2020-08-28|It seems like damn near every tech company is trying to launch a smartwatch, but if you had asked me to predict which would be next, I probably wouldn’t have guessed OnePlus. According to 91Mobiles, the smartphone maker has filed for IMDA certification for a …|0
2020-08-30|How does GoPro expand the audience for its Hero action cameras? By courting the vlogging crowd, according to a leak. WinFuture claims to have images of the Hero 9 Black that show a color front screen rather than the usual data-only monochrome display. Althoug…|0
2020-08-29|South Korea, one of the world’s leading examples for novel coronavirus containment, is struggling with a recent surge of thousands of infections of the virus. Some in the country are calling for a version of a proven solution tried all around the world: restr…|1
2020-08-28|Fall is nearly upon us, which means Apple is gearing up to unveil its newest iPhones. 2020 being what it is, however, it's far from business as usual over in Cupertino. Apple has already confirmed it will ship its new smartphones later than usual this year an…|0
2020-08-28|If you’ve been putting off trying Beyond Meat’s latest advances in plant-based meat or haven’t been able to find it at a nearby store, you’re in luck. On Thursday, the company launched an online portal for buying its products directly and it plans to use the …|0
2020-08-28|As the coronavirus pandemic continues to rob creators of the ability to play in front of live audiences or even record music videos in traditional studios, Japanese rock star Miyavi is resorting to technology to keep performing in front of fans.|2
2020-08-28|Scientists in Nevada are the latest to report a likely case of reinfection from the coronavirus that causes covid-19,  with genetic evidence backing up their claim. While it remains to be seen whether reinfection will be a common phenomenon, this newest case …|1
2020-08-28|Calvin Alexander bought his two-story home in New Orleans’ Lower Ninth Ward back in 1978. He and his wife raised five children there, only to nearly lose it all 15 years ago when Hurricane Katrina hit. Still, the family rebuilt. In the Lower Ninth Ward, Alexa…|0
2020-08-28|Autonomous vehicles have yet to become mainstream, but companies like Lyft, Cruise, Nuro and Aurora are still fighting the good fight. The AV space has always faced its share of regulatory and development hurdles, but this year brought a new set of hurdles wi…|0
2020-08-28|Absolutely no one thought Donald Trump and his re-election campaign would learn their lesson after a plague rally in Tulsa, Oklahoma in June that local officials later said likely helped fuel an outbreak of the novel coronavirus. So it comes as no surprise th…|1
2020-08-28|For a few years now, gaming laptops have been some of the most intriguing PCs around. They’ve gotten thinner and lighter, naturally — but they’ve also become vastly more powerful and efficient, making them suitable for both work and play. They’ve adopted some…|0
2020-08-28|We had really started to worry about James Corden, TBH.|1
2020-08-28|There are only a few short weeks until the election, and I know we say this every time, but it really is more important than ever to cast your vote on November 3. Not only are we electing the president who will lead us for the next four years and have to deal…|0
2020-08-31|Crowds of spectral, legless virtual fans are part of the league's stab at preserving the ambiance of pre-pandemic basketball. I took a seat.|0
2020-08-31|Plenty of apps currently allow you to sync up with a buddy and stream a movie or series simultaneously, creating a kind of cinema-at-home experience until it’s safe for us to return to theaters. As of yet, Disney has yet to introduce an official, in-app watch…|0
2020-08-31|Lady Gaga transported viewers to “Chromatica” (in a mask) at an event that tried to make a virtual collection of performances and speeches appear like a communal celebration.|0
2020-08-31|There’s a stunningly wrong statistic being passed around, saying that the CDC “admitted” that only 6% of documented COVID-19 deaths were actually from the virus. This is wrong, and is the kind of thing that you can only conclude if you don’t know how death ce…|1
2020-08-31|Beginning September 1 at 11:30 a.m. ET (8:30 a.m. PT), MIT is offering a course on “COVID-19, SARS-CoV-2 and the Pandemic.” The course’s lectures will be livestreamed every Tuesday and are free to the public. (Only enrolled students can ask questions, but eve…|0
2020-08-31|Facebook and Instagram are trying to peel back the curtain on what has long been one of the least understood parts of its platform: how it recommends content users don’t already follow. Today, the company published its “recommendation guidelines” for both Fac…|0
2020-08-31|Former presidential hopeful Herman Cain died of covid-19 on July 30, but that hasn’t stopped the man from tweeting. In fact, Cain (or whoever is running his account, if you don’t believe in ghosts) has been tweeting about a subject near and dear to his lifele…|1
2020-08-31|I’m no merry home educator, but I’ll be channeling the “Magic School Bus” captain when my children and I return for round two of remote learning.|0
2020-08-31|Apple has followed through with its word to give developers a formal appeals process, which will allow them to fight back if Apple’s App Store reviewers find that an app violates its guidelines. The company originally announced it would be giving developers a…|0
2020-08-31|Flu shots are already available in many places, and as we’ve noted, it’s especially important to get your flu shot this year. (You don’t want to have COVID and the flu, nor do you want to catch the flu and seek testing and care because you don’t know whether …|0
2020-08-31|Motorola has been on a tear this year: It has announced or released more than ten new smartphones in 2020, and rumor has it there's at least one more big reveal coming soon. For what it's worth though, the brand's latest mid-range offering the -- Motorola One…|2
2020-08-31|Despite ongoing safety concerns about its platform, Revel is expanding into San Francisco. As The Verge notes, Monday's announcement is not the electric moped rental company's first expansion into the Bay Area; it also operates in Berkeley and across the Bay …|0
2020-08-31|How many sentences, since March, have started with the words “when all this is over”? Billions, probably, but fewer of late, as each of us reckons with the fact that this will never be over, not really. Psychologically, economically—we’re wrecked. A vaccine w…|1
2020-08-31|Over the past few months, we’ve written about mortgage refinancing several times—and for good reason: New Freddie Mac data shows 30-year fixed-rate mortgages have dipped below 3% again. These rock-bottom mortgage rates have inspired crowds of folks to conside…|0
2020-08-31|Filled with innovation labs, co-working spaces and students, Boston has a ton of entrepreneurial characteristics baked into its DNA. However, when the coronavirus swept through the country, the area’s startup scene was stress-tested as badly as other entrepre…|1
2020-08-31|Chinese companies are taking a greater share of goods sold abroad, showing their tremendous strength despite mounting challenges.|2
2020-08-31|Algorithmic recommendation systems on social media sites like YouTube, Facebook and Twitter, have shouldered much of the blame for the spread of misinformation, propaganda, hate speech, conspiracy theories and other harmful content. Facebook, in particular, h…|1
2020-08-31|Tired of signing up for email newsletters? Then maybe it’s time to try out The New Paper‘s news digest, which arrives in the form of a daily text message rounding up the biggest headlines. The Indianapolis-based startup is announcing that it’s leaving private…|0
2020-08-31|The coronavirus is spreading much faster in Spain than anywhere else in Europe. After a relative lull during the summer, experts fear it signals a new surge across the continent.|1
2020-09-01|After moderators failed to remove a post that incited violence, the company should release a public report|1
2020-09-01|TechCrunch is embarking on a major new project to survey the venture capital investors of Europe. Our survey of VCs in Madrid & Barcelona will capture how the cities are faring, and what changes are being wrought amongst investors by the coronavirus pandemic.…|1
2020-09-01|Cosmose, a platform that tracks foot traffic in brick-and-mortar stores to help companies predict customer behavior, announced today it has raised a $15 million Series A. The round was by Tiga Investments, with participation from returning investors OTB Ventu…|2
2020-09-01|Amazon is leveraging its investment in live-streaming site Twitch to expand its Amazon Music service. The company announced this morning Twitch’s livestreams will now be available in the Amazon Music app on iOS and Android, with the goal of allowing fans and …|0
2020-09-01|Apple and Google are continuing to make good on their planned roll-out of exposure notification technology for helping with COVID-19 contact tracing efforts. The two partners are introducing new tools that make it much easier for public health authorities to …|2
2020-09-01|Parents are shouldering extra responsibilities again this fall, with many school-aged students on a partial or fully remote schedule. Whether you’re relearning eighth-grade history to help your child or need some extra help with your college-level calculous, …|0
2020-09-01|Though the coronavirus pandemic has temporarily halted travel for most Americans, big changes by major airlines could make flying more appealing in the future. Yesterday, Delta Air Lines and American Airlines announced plans to drop domestic change fees—a mov…|1
2020-09-01|Schools are opening, and inevitably at least some of them will close again as COVID-19 outbreaks are discovered among students and staff. There’s no federal system to track school outbreaks, but the National Education Association has been compiling news stori…|1
2020-08-22|Travel looks a lot different now than it did at the beginning of the year. Most of these changes reflect social distancing guidelines and precautions surrounding COVID-19, and how travelers decide on accommodation is no exception. While many hotels have intro…|1
2020-08-26|With fall comes football. Despite the COVID-19 pandemic and the postponement of most college sports seasons, the NFL appears committed to proceeding undeterred, meaning the all-digital version of America’s most-watched sport is already ahead of the curve. Yep…|2
2020-08-05|As the pandemic stretches on—and lawmakers continue negotiations for the latest stimulus package—experts have warned there may be a looming eviction crisis. Whether your family is suffering from a job loss or a pay cut, now may be the time to start negotiatin…|1
2020-08-12|Since the beginning of the COVID-19 pandemic, much of the optimism that “we’ll get through this” and be “back to normal” sometime soon has been pinned to the development and approval of an effective vaccine against the novel coronavirus. Major pharmaceutical …|2
2020-09-02|Police in Australia arrested a 28-year-old woman on Wednesday for publishing a Facebook post that promotes an anti-lockdown protest in the country’s state of Victoria. Footage of the arrest was captured by her partner and shows police officers handcuffing the…|1
2020-09-02|As with the launch of every new CPU line, new laptops appear to put that processing power into action with Acer’s new Swift 5 being the first system to use Intel’s Evo platform design. Read more...|0
2020-08-19|Right now we’re navigating staycations and road trips. The parents and students among us are planning for those chaotic first few weeks of school, whether they be in-person or remote. But soon we’ll be in the thick of fall, and after fall comes winter. And CO…|1
2020-09-02|New research released Wednesday seems to confirm one of the few hopeful discoveries made during the covid-19 pandemic: Cheap steroid drugs can save the lives of people with severe covid-19. The accumulating evidence has convinced the World Health Organization…|2
2020-08-24|Over the past six months, parks—whether local, state or national—have provided a much needed respite from the monotony of life in the COVID-19 pandemic. Even though we should all continue to follow all public health guidelines to prevent the spread of the nov…|2
2020-09-02|The job cuts come as the rail agency’s response to fiscal challenges receives scrutiny from rail advocates and federal lawmakers.|1
2020-08-01|Early Friday morning, Nereida Jaimes, carrying her youngest child, opened her front door to walk her two older children to the school bus, a familiar ritual during the school year. However, only one of them, wearing a mask, got on the bus this time -- the oth…|1
2020-08-29|A study from South Korea gives among the clearest pictures yet of children as carriers of the virus.|1
2020-08-01|With the severity of the Covid-19 pandemic in near constant fluctuation, state rules and regulations are having to adapt rapidly. For those planning a family vacation or simply wishing to travel to another state, it is important to stay up-to-date on the late…|1
2020-08-29|NBA players who boycotted games as part of a protest against racial injustice have agreed to resume the playoffs on Saturday in a deal that includes increased access to voting in the U.S. presidential election, the league and players association (NBPA) said o…|0
2020-08-01|Vietnam's health ministry on Saturday reported 12 new local coronavirus cases linked to the recent outbreak in the central city of Danang, taking total infections to 116 since the virus resurfaced last week.|1
2020-08-29|Wuhan, Ground Zero for the COVID-19 pandemic and the Chinese city hardest hit by the coronavirus, will reopen all its schools and kindergartens on Tuesday, local authorities said.|2
2020-08-02|It is "unfeasible" for Barcelona to re-sign Neymar from Paris St-Germain in the current economic climate, says the club's president Josep Maria Bartomeu.|0
2020-08-01|The world’s largest vaccine producer, the Serum Institute, announced a plan to make hundreds of millions of doses of an unproven inoculation. It’s a gamble with a huge upside. And huge risks.|1
2020-08-02|Meet the ward boys, or hospital assistants, who are the unsung heroes in the fight against Covid-19.|2
2020-08-03|Operation Warp Speed has moved along at a rapid clip. But some people involved in the approval process fear pressure to deliver an October surprise for President Trump.|0
2020-08-03|Norwegian cruise line Hurtigruten is halting all its so-called expedition cruises until further notice following an outbreak of COVID-19 on one of its vessels last week, the company said on Monday.|1
2020-08-03|UPDATE 1-Insurer Hiscox posts loss, sets aside $232 mln for COVID-19 claims  Reuters|1
2020-08-03|South Africa's anti-corruption watchdog said on Monday it was investigating irregularities in government tenders during the coronavirus crisis.|0
2020-08-03|Send us your medical bills. We’ll use them to investigate hospital and doctor billing practices.|0
2020-08-02|Indonesia reported 1,519 new coronavirus infections on Sunday, bringing the total to 111,455, data from the country's COVID-19 task force showed.|1
2020-08-02|Vietnam's health ministry on Sunday reported four new coronavirus cases, including two locally transmitted and two imported cases.|1
2020-08-01|Matt Hitchcock from Singapore takes us through his week during the coronavirus pandemic.|0
2020-08-03|The British government has procured "millions" of two separate coronavirus tests that can detect not only coronavirus but several other viruses common in autumn, winter and spring, the UK's Department of Health said Monday.|2
2020-08-03|Michigan State Sen. Tom Barrett, an impassioned critic of the governor's pandemic orders, announced Sunday that he has contracted coronavirus.|1
2020-08-02|Amitabh Bachchan, 77, shocked his millions of fans last month when he tested positive for coronavirus.|1
2020-08-01|Egypt reported 321 new COVID-19 infections on Friday, the health ministry said, the lowest figure since May 3.|1
2020-08-02|It was yet another symbol of reckless socializing during the pandemic: The Liberty Belle was dinged for violating distancing rules, and its owners were accused of running an unlicensed bar, the authorities said.|1
2020-08-01|Health officials in Ukraine, which has seen a spike in coronavirus cases this week, said on Saturday the outbreak could cause the nation's death toll to reach 4,000, more than double the current fatalities, Interfax Ukraine news agency said.|1
2020-08-01|Overcrowding, not density, has defined many coronavirus hot spots. Service workers’ quarters skirting Silicon Valley are no exception.|1
2020-08-02|Hard-hit Florida faces hurricane season. The virus is picking up speed in the Midwest, and in other states that thought they had already seen the worst of it.|1
2020-08-03|President Alexander Lukashenko has kept Belarus in an iron grip, but protests have intensified.|0
2020-08-05|A group of scientists think they’re closer to understanding why some people’s immune systems seem to recognize the coronavirus that causes covid-19, despite the person never having been infected by it. The team’s new research released Monday suggests that pas…|2
2020-08-03|South Africa's anti-corruption watchdog said on Monday it was investigating irregularities in coronavirus-related tenders, the latest in a series of scandals that trade unions said showed the government's failure to tackle graft.|1
2020-08-06|In her new podcast, the former first lady connected her experience with the effects of quarantine and news about civil unrest and politics.|0
2020-08-31|The world lost a great actor this year, one who brought life to a remarkable range of remarkable Black figures. Chadwick Boseman died Friday, August 28 after a four-year battle with colon cancer—a battle that was kept from the public throughout the filming of…|1
2020-09-01|Apple on Tuesday released its latest iOS update, version 13.7, with support for Apple and Google’s new exposure notification system for powering COVID-19 contact tracking.|2
